,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
6845,8166.0,,Wilmarsdonkstwg,32.0,2030.0,Antwerpen,Antwerpen,,,,,"Wilmarsdonkstwg,32.0,Antwerpen,Belgium",51.2617454,4.3834358,
6916,8242.0,,Hendrik Serruyslaan ,18.0,8400.0,Oostende,West-Vlaanderen,,,,,"Hendrik Serruyslaan ,18.0,West-Vlaanderen,Belgium",51.2291352,2.9165241,
6920,8246.0,,Plantin en Moretuslei ,1.0,2018.0,Antwerpen,Antwerpen,,,,,"Plantin en Moretuslei ,1.0,Antwerpen,Belgium",51.2096297,4.4293339,
6928,8254.0,,Pres; Kennedypark,35.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Pres; Kennedypark,35.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
6929,8255.0,,Pres. Kennedypark,35.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Pres. Kennedypark,35.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
6950,8278.0,,Kauwenstein,4.0,2000.0,Antwerpen,Antwerpen,,,,,"Kauwenstein,4.0,Antwerpen,Belgium",51.2772824,4.3324851,
6975,8307.0,,Kruisschansweg ,11.0,2040.0,Antwerpen,Antwerpen,,,,,"Kruisschansweg ,11.0,Antwerpen,Belgium",51.2777911,4.3289725,
7002,8336.0,,Klein Zuidland,9.0,2030.0,Antwerpen,Antwerpen,,,,,"Klein Zuidland,9.0,Antwerpen,Belgium",51.2722981,4.372964,
7011,8346.0,,Merantistraat ,1.0,2030.0,Antwerpen,Antwerpen,,,,,"Merantistraat ,1.0,Antwerpen,Belgium",51.2392408,4.4128294,
7039,8376.0,,Interleuvenlaan,33.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Interleuvenlaan,33.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
7064,8408.0,,Vergunningenstraat ,6.0,8400.0,Oostende,West-Vlaanderen,,,,,"Vergunningenstraat ,6.0,West-Vlaanderen,Belgium",51.221207,2.9442644,
7065,8409.0,,Vergunningenstraat,6.0,8400.0,Oostende,West-Vlaanderen,,,,,"Vergunningenstraat,6.0,West-Vlaanderen,Belgium",51.221207,2.9442644,
7067,8411.0,,Koordedekenshoef ,14.0,2030.0,Antwerpen,Antwerpen,,,,,"Koordedekenshoef ,14.0,Antwerpen,Belgium",51.2213404,4.4051485,
7165,8516.0,,Ankerrui ,42.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Ankerrui ,42.0,Antwerpen,Belgium",51.2266858,4.4126177,
7176,8531.0,,Buskruistraat ,3.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Buskruistraat ,3.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
7196,8551.0,,Wandelaarkaai,7.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Wandelaarkaai,7.0,West-Vlaanderen,Belgium",51.2335846,2.9294256,
7212,8572.0,,Van Ertbornstraat ,17.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Van Ertbornstraat ,17.0,Antwerpen,Belgium",51.2190042,4.4172212,
7251,8616.0,,Noorderlaan ,183.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,183.0,Antwerpen,Belgium",51.2697864,4.3766281,
7255,8624.0,,Willemdok ,4.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Willemdok ,4.0,Antwerpen,Belgium",51.2284736,4.4057268,
7281,8651.0,,Schupstraat ,21.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Schupstraat ,21.0,Antwerpen,Belgium",51.2144535,4.4182995,
7300,8670.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7301,8671.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7302,8672.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7303,8673.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7304,8674.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7305,8675.0,,Michel Vandewielestraat ,7.0,8510.0,MarkeKortrijk),West-Vlaanderen,,Y,,,"Michel Vandewielestraat ,7.0,West-Vlaanderen,Belgium",50.8076246,3.2252242,
7412,8786.0,,Leopold Vandervelenstraat ,28.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Leopold Vandervelenstraat ,28.0,Vlaams-Brabant,Belgium",50.879246,4.7043611,
7434,8809.0,,Koningin Astridplein ,26.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Koningin Astridplein ,26.0,Antwerpen,Belgium",51.2185297,4.4207857,
7435,8810.0,,Koningin Astridplein,26.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Koningin Astridplein,26.0,Antwerpen,Belgium",51.2185297,4.4207857,
7449,8825.0,,Kapel ter bede ,84.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Kapel ter bede ,84.0,West-Vlaanderen,Belgium",50.8243676,3.2988347,
7524,8906.0,,Lar,,8511.0,Aalbeke,West-Vlaanderen,,,,,"Lar,,West-Vlaanderen,Belgium",50.7759054,3.1940119,
7527,8909.0,Appareil fixe-Vast apparaat,"Atlantc House, Noorderlaan",147.0,2030.0,Antwerpen,Antwerpen,8ste verdieping,Non-Nee,Oui-Ja,,"Atlantc House, Noorderlaan,147.0,Antwerpen,Belgium",51.264077,4.399495,
7549,8931.0,,Hazelaarstraat,1.0,8500.0,Kortrijk,Bruxelles-Brussel,Personeelsingang kant Schouwburgplein,Y,,,"Hazelaarstraat,1.0,Bruxelles-Brussel,Belgium",50.8476424,4.3571696,
7575,8959.0,,Esplanadestraat ,1.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Esplanadestraat ,1.0,West-Vlaanderen,Belgium",51.2288306,2.936357,
7582,8966.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7583,8967.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7584,8968.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7585,8969.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7586,8970.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7587,8971.0,,Amocolaan ,2.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Amocolaan ,2.0,Antwerpen,Belgium",51.1139487,4.9964812,
7619,9005.0,,Casinoplein ,6.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Casinoplein ,6.0,West-Vlaanderen,Belgium",50.8258105,3.2625937,
7660,9048.0,,Noorderlaan ,127.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan ,127.0,Antwerpen,Belgium",51.2697864,4.3766281,
7700,9097.0,,Schomoeveweg,15.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Schomoeveweg,15.0,Antwerpen,Belgium",51.2703296,4.3959111,
7719,9116.0,,Schomhoeveweg,15.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Schomhoeveweg,15.0,Antwerpen,Belgium",51.2703296,4.3959111,
7725,9124.0,,Interleuvenlaan,27.0,3001.0,Heverlee,Vlaams-Brabant,,Y,,,"Interleuvenlaan,27.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
7729,9128.0,,Geldenaaksebaan ,277.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Geldenaaksebaan ,277.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
7733,9132.0,,Stapelhuisplein,3.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Stapelhuisplein,3.0,Vlaams-Brabant,Belgium",50.8860827,4.7054185,
7737,9136.0,,Noorderlaan,108.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan,108.0,Antwerpen,Belgium",51.2697864,4.3766281,
7757,9156.0,,Boomsesteenweg,510.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Boomsesteenweg,510.0,Antwerpen,Belgium",51.167836,4.38658,
7810,9211.0,,Rijselstraat,5.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Rijselstraat,5.0,West-Vlaanderen,Belgium",50.7868799,2.9148997,
7811,9212.0,,Sint-Jorisstraat,71.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Sint-Jorisstraat,71.0,West-Vlaanderen,Belgium",51.2139828,3.2216682,
7816,9217.0,,Grote Markt,2.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Grote Markt,2.0,Vlaams-Brabant,Belgium",50.8074408,4.9365823,
7817,9218.0,,Vital Decosterstraat,44.0,3001.0,Heverlee,Vlaams-Brabant,,Y,,,"Vital Decosterstraat,44.0,Vlaams-Brabant,Belgium",50.8814806,4.7042981,
7826,9227.0,,Noorderlaan ,131.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan ,131.0,Antwerpen,Belgium",51.2697864,4.3766281,
7827,9228.0,,Beneluxpark,27.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Beneluxpark,27.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
7859,9260.0,,Moerstraat,26.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Moerstraat,26.0,Antwerpen,Belgium",51.3023061,4.3402291,
7887,9291.0,,Graaf Karel de Goedelaan,5.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Graaf Karel de Goedelaan,5.0,West-Vlaanderen,Belgium",50.8247245,3.2513627,
7888,9292.0,,Luipaardstraat ,12.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Luipaardstraat ,12.0,West-Vlaanderen,Belgium",50.8231579,3.308164,
7941,9346.0,,Van Arteveldstraat,17.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Van Arteveldstraat,17.0,Antwerpen,Belgium",51.2195015,4.4195964,
7942,9348.0,,Ommeganckstraat,35.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Ommeganckstraat,35.0,Antwerpen,Belgium",51.2171361,4.4249055,
7944,9350.0,,Ommeganckstraat,53.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Ommeganckstraat,53.0,Antwerpen,Belgium",51.2171361,4.4249055,
7945,9351.0,,Ommeganckstraat,47.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Ommeganckstraat,47.0,Antwerpen,Belgium",51.2171361,4.4249055,
7946,9352.0,,Paardemarkt,66.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Paardemarkt,66.0,Antwerpen,Belgium",51.2250907,4.410865,
7966,9374.0,,Oscar de Gruyterlaan,4.0,2050.0,Antwerpen,Antwerpen,,Y,,,"Oscar de Gruyterlaan,4.0,Antwerpen,Belgium",51.2226057,4.3830313,
8025,9435.0,,Halewijnlaan,88.0,2050.0,Antwerpen,Antwerpen,,Y,,,"Halewijnlaan,88.0,Antwerpen,Belgium",51.2238538,4.3783458,
8029,9439.0,,Condédreef,10.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Condédreef,10.0,West-Vlaanderen,Belgium",50.8159601,3.2630228,
8030,9440.0,,Graaf Karel de Goedelaan,7.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Graaf Karel de Goedelaan,7.0,West-Vlaanderen,Belgium",50.8247245,3.2513627,
8035,9445.0,,Wetenschaps Park,1.0,8400.0,Oostende,West-Vlaanderen,,,,,"Wetenschaps Park,1.0,West-Vlaanderen,Belgium",51.219352,2.9924212,
8039,9449.0,,Leffingestraat,40.0,8400.0,Oostende,West-Vlaanderen,,,,,"Leffingestraat,40.0,West-Vlaanderen,Belgium",51.2180711,2.9077108,
8058,9469.0,,Julius De Geyterstraat,133.0,2000.0,Antwerpen,Antwerpen,,,,,"Julius De Geyterstraat,133.0,Antwerpen,Belgium",51.183099,4.3803411,
8061,9472.0,,Gramayestraat ,4.0,2000.0,Antwerpen,Antwerpen,,,,,"Gramayestraat ,4.0,Antwerpen,Belgium",51.2186329,4.4070547,
8062,9473.0,,Vossenschijnstraat 59-haven ,182.0,2030.0,Antwerpen,Antwerpen,,,,,"Vossenschijnstraat 59-haven ,182.0,Antwerpen,Belgium",51.2605408,4.4136986,
8094,9507.0,,Maria Theresiastraat,74.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Maria Theresiastraat,74.0,Vlaams-Brabant,Belgium",50.8781317,4.7116003,
8097,9510.0,,Begijenstraat,42.0,2000.0,Antwerpen,Antwerpen,,,,,"Begijenstraat,42.0,Antwerpen,Belgium",51.2128272,4.4011974,
8120,9535.0,,Geldenaaksebaan,227.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Geldenaaksebaan,227.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
8162,9578.0,,Warande,9.0,8501.0,Heule,West-Vlaanderen,,,,,"Warande,9.0,West-Vlaanderen,Belgium",51.1817882,2.8109754,
8171,9587.0,,Poldedijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Poldedijkweg,3.0,Antwerpen,Belgium",51.2213404,4.4051485,
8172,9588.0,,Poldedijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Poldedijkweg,3.0,Antwerpen,Belgium",51.2213404,4.4051485,
8173,9589.0,,Poldedijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Poldedijkweg,3.0,Antwerpen,Belgium",51.2213404,4.4051485,
8180,9596.0,,Larmorinièrestraat,37.0,2018.0,Antwerpen,Antwerpen,,,,,"Larmorinièrestraat,37.0,Antwerpen,Belgium",51.2035955,4.420659,
8186,9602.0,,Sportparklaan,6.0,8400.0,Oostende,West-Vlaanderen,,,,,"Sportparklaan,6.0,West-Vlaanderen,Belgium",51.2017275,2.9235864,
8217,9636.0,,Lange Nieuwstraat ,,2000.0,Antwerpen,Antwerpen,,,,,"Lange Nieuwstraat ,,Antwerpen,Belgium",51.2195886,4.4104241,
8220,9639.0,,Minderbroedersrui,26.0,2000.0,Antwerpen,Antwerpen,,,,,"Minderbroedersrui,26.0,Antwerpen,Belgium",51.2225185,4.4043336,
8232,9651.0,,Stationsplein,8.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Stationsplein,8.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
8236,9655.0,,Natiekaai,1.0,8400.0,Oostende,West-Vlaanderen,,,,,"Natiekaai,1.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
8268,9691.0,,Beheerstraat,41.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Beheerstraat,41.0,West-Vlaanderen,Belgium",50.8277949,3.2572611,
8274,9698.0,,Bellestraat,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Bellestraat,3.0,Antwerpen,Belgium",51.2927659,4.3466024,
8275,9699.0,,Br. Nolfstraat,10.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Br. Nolfstraat,10.0,West-Vlaanderen,Belgium",50.8272146,3.2580918,
8285,9712.0,,Polderdijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Polderdijkweg,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
8286,9713.0,,Polderdijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Polderdijkweg,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
8287,9714.0,,Polderdijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Polderdijkweg,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
8288,9715.0,,Polderdijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Polderdijkweg,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
8289,9716.0,,Polderdijkweg,3.0,2030.0,Antwerpen,Antwerpen,,,,,"Polderdijkweg,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
8355,9783.0,,Technologielaan,2.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Technologielaan,2.0,Vlaams-Brabant,Belgium",51.0140614,4.3173399,
8379,9808.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
8380,9809.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
8381,9810.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
8413,9848.0,,Dokter Eduard Moreauxlaan,,8400.0,Oostende,West-Vlaanderen,,Y,,,"Dokter Eduard Moreauxlaan,,West-Vlaanderen,Belgium",51.2324638,2.9408065,
8414,9849.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
8435,9870.0,,Diestsestraat,165.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Diestsestraat,165.0,Vlaams-Brabant,Belgium",50.8809284,4.7079406,
8469,9904.0,,Antwerpsebaan,150.0,2040.0,Antwerpen,Antwerpen,,,,,"Antwerpsebaan,150.0,Antwerpen,Belgium",51.3420802,4.3216766,
8470,9905.0,,Delacenseriestraat,1.0,2018.0,Antwerpen,Antwerpen,,,,,"Delacenseriestraat,1.0,Antwerpen,Belgium",51.2115624,4.4224506,
8544,9981.0,,Pastoor Eralystraat,2.0,3012.0,Wilsele,Vlaams-Brabant,,,,,"Pastoor Eralystraat,2.0,Vlaams-Brabant,Belgium",50.9285986,4.7248186,
8621,10060.0,,Noordkasteel Oost,6.0,2030.0,Antwerpen,Antwerpen,,,,,"Noordkasteel Oost,6.0,Antwerpen,Belgium",51.2419025,4.3947748,
8624,10063.0,,Jan van Rijswijcklaan,162.0,2020.0,Antwerpen,Antwerpen,,,,,"Jan van Rijswijcklaan,162.0,Antwerpen,Belgium",51.1911166,4.3982918,
8625,10064.0,,Bondgenotenlaan,140.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Bondgenotenlaan,140.0,Vlaams-Brabant,Belgium",50.8803513,4.7096752,
8628,10067.0,,sint-Jacobstraat,2.0,2000.0,Antwerpen,Antwerpen,,,,,"sint-Jacobstraat,2.0,Antwerpen,Belgium",51.2206739,4.4099785,
8630,10069.0,,Lange Sint-annastraat,7.0,2000.0,Antwerpen,Antwerpen,,,,,"Lange Sint-annastraat,7.0,Antwerpen,Belgium",51.2208182,4.4138658,
8768,10215.0,,Kardinaal Mercierlaan,46.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Kardinaal Mercierlaan,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
8769,10216.0,,Kardinaal Mercierlaan,46.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Kardinaal Mercierlaan,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
8929,10403.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8930,10404.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8931,10405.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8932,10406.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8933,10407.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8934,10408.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8935,10409.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8936,10410.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8937,10411.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8938,10412.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8939,10413.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8940,10414.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8941,10415.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8942,10416.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
8975,10453.0,,Noordersingel ,23.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Noordersingel ,23.0,Antwerpen,Belgium",51.2176565,4.44699,
8997,10475.0,,Noorderlaan,630.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan,630.0,Antwerpen,Belgium",51.2697864,4.3766281,
8998,10476.0,,Noorderlaan,630.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan,630.0,Antwerpen,Belgium",51.2697864,4.3766281,
9007,10485.0,,Diestsepoort,1.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Diestsepoort,1.0,Vlaams-Brabant,Belgium",50.8834357,4.7142928,
9037,10520.0,,Pastoor  Eralystraat,2.0,3012.0,Wisele,Vlaams-Brabant,,Y,,,"Pastoor  Eralystraat,2.0,Vlaams-Brabant,Belgium",50.9285986,4.7248186,
9057,10540.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
9069,10554.0,,Sint-Jacobsmarkt,13.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Sint-Jacobsmarkt,13.0,Antwerpen,Belgium",51.2203342,4.4119575,
9085,10570.0,,Andreas Vesaliusstraat,10.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"Andreas Vesaliusstraat,10.0,Vlaams-Brabant,Belgium",50.8739579,4.7061123,
9086,10571.0,,Rustoordlaan ,3.0,3010.0,Kessel-Lo,Vlaams-Brabant,,Y,,,"Rustoordlaan ,3.0,Vlaams-Brabant,Belgium",50.8865149,4.7289527,
9095,10580.0,,Koningin Astridplein,26.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Koningin Astridplein,26.0,Antwerpen,Belgium",51.2185297,4.4207857,
9096,10581.0,,Koningin Astridplein,26.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Koningin Astridplein,26.0,Antwerpen,Belgium",51.2185297,4.4207857,
9122,10607.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,y,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
9123,10608.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,y,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
9124,10609.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,y,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
9125,10610.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,y,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
9128,10613.0,,Keer der Vlamingenstraat,6.0,8500.0,Kortrijk,West-Vlaanderen,,y,,,"Keer der Vlamingenstraat,6.0,West-Vlaanderen,Belgium",50.824946,3.2698,
9133,10618.0,,Sint-Katelijnevest  (Eiermarkt building),54.0,2000.0,Antwerpen,Antwerpen,,y,,,"Sint-Katelijnevest  (Eiermarkt building),54.0,Antwerpen,Belgium",51.2192478,4.405050999999999,
9143,10628.0,,Noorderlaan,175.0,2030.0,Antwerpen,Antwerpen,,y,,,"Noorderlaan,175.0,Antwerpen,Belgium",51.2697864,4.3766281,
9152,10637.0,,Louisastraat,5.0,8400.0,Oostende,West-Vlaanderen,,y,,,"Louisastraat,5.0,West-Vlaanderen,Belgium",51.2335039,2.9169279,
9196,10681.0,,Keizerstraat,14.0,2000.0,Antwerpen,Antwerpen,,y,,,"Keizerstraat,14.0,Antwerpen,Belgium",51.221587,4.4079799,
9201,10687.0,,Lange Van Ruusbroecstraat,12.0,2018.0,Antwerpen,Antwerpen,,y,,,"Lange Van Ruusbroecstraat,12.0,Antwerpen,Belgium",51.2085038,4.4284107,
9203,10689.0,,Lijsterbeslaan,5.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Lijsterbeslaan,5.0,West-Vlaanderen,Belgium",51.214968,2.883385,
9210,10696.0,,Abdij Van Vlierbeek,15.0,3010.0,Kessel-Lo,Vlaams-Brabant,,Y,,,"Abdij Van Vlierbeek,15.0,Vlaams-Brabant,Belgium",50.8917808,4.7357243,
9224,10714.0,,Hoveniersstraat,22.0,2018.0,Antwerpen,Antwerpen,,Y,,,"Hoveniersstraat,22.0,Antwerpen,Belgium",51.2151764,4.4187768,
9415,10909.0,,Marksesteenweg,,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Marksesteenweg,,West-Vlaanderen,Belgium",50.8204331,3.249086,
9441,10936.0,,Beneluxpark,21.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Beneluxpark,21.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
9442,10937.0,,Beneluxpark,21.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Beneluxpark,21.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
9443,10938.0,,Beneluxpark,21.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Beneluxpark,21.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
9444,10939.0,,Beneluxpark,21.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Beneluxpark,21.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
9445,10940.0,,Beneluxpark,21.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"Beneluxpark,21.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
9473,10968.0,,Noorderlaan,69.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Noorderlaan,69.0,Antwerpen,Belgium",51.2697864,4.3766281,
